response,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
12,0.933,0.269,0.063,0.5,0.654,0.995,0.513,0.557,0.406,0.286
3,0.344,0.355,0.408,0.754,0.09,0.986,0.367,0.927,0.253,0.65
14,0.495,0.696,0.607,0.637,0.911,0.835,0.003,0.9,0.451,0.394
7,0.045,0.075,0.198,0.984,0.727,0.565,0.449,0.824,0.683,0.015
11,0.726,0.762,0.148,0.458,0.021,0.189,0.27,0.179,0.972,0.532
11,0.794,0.596,0.12,0.128,0.418,0.863,0.009,0.981,0.858,0.674
15,0.956,0.452,0.185,0.795,0.497,0.687,0.974,0.759,0.541,0.029
0,0.164,0.406,0.389,0.318,0.015,0.86,0.902,0.45,0.95,0.973
14,0.325,0.638,0.982,0.737,0.674,0.776,0.257,0.645,0.717,0.451
0,0.587,0.012,0.676,0.18,0.124,0.312,0.742,0.841,0.948,0.586
9,0.644,0.289,0.609,0.844,0.603,0.314,0.511,0.22,0.556,0.012
4,0.08,0.687,0.828,0.548,0.59,0.574,0.769,0.249,0.366,0.774
10,0.846,0.073,0.101,0.847,0.487,0.081,0.196,0.859,0.5,0.902
0,0.03,0.135,0.249,0.21,0.232,0.336,0.772,0.826,0.534,0.703
0,0.466,0.001,0.69,0.115,0.304,0.958,0.983,0.482,0.063,0.258
11,0.991,0.701,0.197,0.419,0.484,0.423,0.874,0.054,0.077,0.389
15,0.516,0.639,0.667,0.948,0.853,0.118,0.533,0.979,0.803,0.727
3,0.568,0.215,0.292,0.18,0.389,0.663,0.817,0.159,0.049,0.054
0,0.114,0.947,0.528,0.09,0.12,0.178,0.472,0.649,0.859,0.899
4,0.923,0.102,0.751,0.289,0.999,0.229,0.261,0.123,0.682,0.769
4,0.804,0.345,0.163,0.155,0.01,0.505,0.129,0.852,0.723,0.845
2,0.068,0.507,0.4,0.24,0.901,0.004,0.881,0.946,0.32,0.661
2,0.828,0.055,0.61,0.404,0.808,0.665,0.55,0.958,0.155,0.658
3,0.368,0.321,0.694,0.232,0.909,0.764,0.945,0.284,0.737,0.344
5,0.075,0.681,0.01,0.184,0.665,0.647,0.648,0.725,0.453,0.42
6,0.987,0.287,0.441,0.555,0.425,0.428,0.794,0.362,0.452,0.908
15,0.466,0.776,0.756,0.72,0.951,0.799,0.517,0.447,0.193,0.786
7,0.038,0.399,0.374,0.841,0.691,0.302,0.752,0.245,0.945,0.493
11,0.606,0.122,0.045,0.942,0.657,0.57,0.334,0.473,0.728,0.615
4,0.709,0.259,0.804,0.359,0.142,0.942,0.484,0.522,0.593,0.929
11,0.762,0.915,0.463,0.609,0.779,0.082,0.794,0.777,0.749,0.008
15,0.633,0.373,0.285,0.988,0.955,0.817,0.991,0.388,0.999,0.817
10,0.992,0.849,0.8,0.733,0.508,0.696,0.788,0.522,0.753,0.2
9,0.59,0.65,0.707,0.04,0.786,0.216,0.441,0.988,0.718,0.001
7,0.608,0.37,0.113,0.223,0.075,0.604,0.257,0.877,0.445,0.675
14,0.568,0.804,0.506,0.946,0.184,0.756,0.345,0.705,0.493,0.201
6,0.051,0.796,0.086,0.974,0.042,0.035,0.467,0.437,0.24,0.304
12,0.791,0.769,0.889,0.322,0.703,0.492,0.244,0.635,0.39,0.96
9,0.867,0.702,0.589,0.56,0.05,0.592,0.598,0.387,0.291,0.232
3,0.268,0.865,0.74,0.186,0.148,0.811,0.016,0.604,0.722,0.15
8,0.047,0.086,0.885,0.878,0.348,0.539,0.583,0.801,0.444,0.152
12,0.157,0.561,0.519,0.855,0.868,0.529,0.343,0.306,0.75,0.002
4,0.645,0.343,0.069,0.109,0.044,0.215,0.836,0.447,0.91,0.901
8,0.987,0.86,0.944,0.707,0.265,0.934,0.211,0.694,0.481,0.207
14,0.977,0.439,0.4,0.905,0.074,0.383,0.343,0.702,0.136,0.757
4,0.318,0.526,0.169,0.289,0.321,0.102,0.72,0.319,0.752,0.596
8,0.636,0.231,0.632,0.647,0.779,0.433,0.067,0.114,0.596,0.073
12,0.668,0.878,0.248,0.723,0.188,0.996,0.512,0.485,0.213,0.02
6,0.606,0.282,0.962,0.41,0.196,0.124,1.0,0.711,0.626,0.247
0,0.425,0.125,0.484,0.045,0.464,0.39,0.402,0.351,0.873,0.001
9,0.606,0.445,0.041,0.27,0.313,0.274,0.769,0.705,0.685,0.232
11,0.875,0.557,0.262,0.813,0.061,0.794,0.842,0.276,0.005,0.805
8,0.297,0.406,0.301,0.623,0.778,0.98,0.86,0.55,0.693,0.636
13,0.461,0.64,0.474,0.891,0.554,0.44,0.72,0.174,0.801,0.786
5,0.63,0.722,0.453,0.052,0.05,0.46,0.116,0.387,0.613,0.438
12,0.895,0.801,0.397,0.481,0.678,0.019,0.411,0.942,0.405,0.09
7,0.455,0.99,0.561,0.238,0.184,0.222,0.39,0.572,0.559,0.849
5,0.542,0.094,0.775,0.657,0.808,0.077,0.046,0.483,0.654,0.868
0,0.06,0.464,0.497,0.068,0.688,0.784,0.35,0.178,0.372,0.243
10,0.686,0.18,0.579,0.924,0.568,0.538,0.372,0.417,0.394,0.19
11,0.499,0.498,0.727,0.989,0.112,0.794,0.563,0.754,0.042,0.239
15,0.566,0.879,0.912,0.832,0.802,0.93,0.966,0.622,0.663,0.024
5,0.52,0.532,0.466,0.157,0.759,0.046,0.345,0.444,0.817,0.205
7,0.692,0.163,0.172,0.696,0.252,0.736,0.32,0.043,0.843,0.095
10,0.328,0.731,0.086,0.624,0.084,0.904,0.612,0.06,0.175,0.118
13,0.695,0.493,0.049,0.423,0.656,0.366,0.739,0.477,0.629,0.959
13,0.534,0.579,0.322,0.942,0.211,0.284,0.638,0.291,0.931,0.981
1,0.213,0.392,0.507,0.574,0.236,0.051,0.87,0.63,0.233,0.927
2,0.104,0.587,0.521,0.453,0.553,0.832,0.433,0.42,0.68,0.816
13,0.882,0.903,0.784,0.761,0.709,0.098,0.304,0.758,0.494,0.637
5,0.233,0.211,0.967,0.611,0.084,0.123,0.909,0.159,0.428,0.78
4,0.238,0.276,0.033,0.349,0.354,0.566,0.331,0.098,0.334,0.388
1,0.531,0.213,0.606,0.087,0.547,0.029,0.431,0.519,0.523,0.233
1,0.326,0.075,0.862,0.065,0.813,0.221,0.733,0.585,0.373,0.084
15,0.865,0.355,0.039,0.637,0.833,0.769,0.715,0.205,0.143,0.262
2,0.773,0.047,0.802,0.246,0.537,0.693,0.627,0.612,0.108,0.441
11,0.147,0.888,0.193,0.813,0.686,0.44,0.39,0.049,0.633,0.051
0,0.086,0.064,0.823,0.33,0.061,0.307,0.408,0.191,0.42,0.311
14,0.301,0.935,0.036,0.374,0.881,0.582,0.243,0.328,0.934,0.706
1,0.9,0.318,0.415,0.065,0.037,0.491,0.689,0.133,0.702,0.315
5,0.329,0.442,0.307,0.768,0.279,0.182,0.327,0.729,0.969,0.879
15,0.847,0.624,0.126,0.848,0.404,0.796,0.697,0.695,0.342,0.849
2,0.211,0.197,0.572,0.604,0.583,0.413,0.37,0.867,0.997,0.227
9,0.981,0.568,0.854,0.073,0.641,0.667,0.307,0.076,0.676,0.278
5,0.15,0.987,0.644,0.447,0.512,0.911,0.762,0.227,0.58,0.866
4,0.094,0.508,0.322,0.625,0.578,0.288,0.977,0.031,0.607,0.509
11,0.352,0.757,0.078,0.439,0.371,0.469,0.369,0.93,0.801,0.282
15,0.397,0.641,0.912,0.994,0.971,0.245,0.875,0.973,0.911,0.888
3,0.062,0.084,0.822,0.458,0.793,0.584,0.48,0.802,0.992,0.518
2,0.01,0.259,0.578,0.959,0.045,0.624,0.623,0.972,0.023,0.784
12,0.534,0.82,0.311,0.584,0.392,0.267,0.842,0.123,0.651,0.291
10,0.554,0.759,0.592,0.548,0.273,0.763,0.815,0.592,0.305,0.244
6,0.063,0.412,0.261,0.768,0.974,0.731,0.286,0.643,0.871,0.624
8,0.625,0.476,0.213,0.18,0.652,0.348,0.124,0.539,0.232,0.274
8,0.966,0.294,0.617,0.489,0.217,0.751,0.847,0.358,0.115,0.583
7,0.985,0.658,0.344,0.394,0.049,0.372,0.629,0.507,0.19,0.025
13,0.644,0.612,0.365,0.643,0.711,0.454,0.312,0.459,0.21,0.453
13,0.678,0.586,0.715,0.509,0.434,0.539,0.783,0.053,0.281,0.788
3,0.051,0.719,0.776,0.674,0.309,0.678,0.507,0.813,0.372,0.166
9,0.142,0.398,0.952,0.607,0.559,0.321,0.375,0.858,0.407,0.408
0,0.028,0.039,0.53,0.2,0.932,0.851,0.397,0.244,0.322,0.383
4,0.076,0.479,0.632,0.773,0.756,0.17,0.163,0.29,0.924,0.04
10,0.932,0.443,0.966,0.105,0.669,0.605,0.45,0.972,0.844,0.28
15,0.581,0.568,0.923,0.915,0.741,0.476,0.077,0.799,0.297,0.576
9,0.975,0.054,0.737,0.951,0.725,0.695,0.283,0.881,0.378,0.867
4,0.991,0.109,0.64,0.485,0.622,0.226,0.779,0.451,0.437,0.586
8,0.86,0.344,0.895,0.104,0.769,0.828,0.193,0.167,0.457,0.42
6,0.306,0.434,0.305,0.412,0.975,0.351,0.421,0.885,0.409,0.484
3,0.372,0.125,0.078,0.109,0.658,0.186,0.975,0.648,0.402,0.367
8,0.438,0.55,0.869,0.059,0.978,0.722,0.325,0.747,0.069,0.456
15,0.849,0.612,0.937,0.918,0.439,0.913,0.312,0.038,0.033,0.364
0,0.174,0.19,0.7,0.068,0.813,0.31,0.063,0.505,0.568,0.423
14,0.846,0.663,0.877,0.321,0.89,0.848,0.234,0.793,0.654,0.855
1,0.508,0.115,0.821,0.145,0.471,0.758,0.203,0.269,0.186,0.975
0,0.824,0.027,0.266,0.174,0.192,0.428,0.259,0.278,0.203,0.322
7,0.591,0.221,0.761,0.445,0.979,0.955,0.586,0.069,0.739,0.819
9,0.44,0.942,0.454,0.411,0.482,0.512,0.984,0.022,0.005,0.982
8,0.044,0.838,0.032,0.87,0.491,0.26,0.564,0.687,0.122,0.14
15,0.822,0.586,0.809,0.609,0.855,0.277,0.313,0.643,0.473,0.069
9,0.323,0.656,0.882,0.227,0.817,0.976,0.517,0.296,0.204,0.592
15,0.815,0.488,0.987,0.431,0.942,0.2,0.97,0.456,0.715,0.378
13,0.897,0.412,0.838,0.55,0.51,0.214,0.82,0.523,0.564,0.906
2,0.007,0.422,0.349,0.398,0.752,0.603,0.199,0.572,0.088,0.296
3,0.37,0.061,0.279,0.697,0.153,0.178,0.317,0.574,0.475,0.771
10,0.123,0.671,0.081,0.38,0.658,0.691,0.33,0.336,0.166,0.078
2,0.731,0.012,0.873,0.363,0.234,0.26,0.609,0.226,0.416,0.891
0,0.104,0.429,0.333,0.059,0.468,0.818,0.408,0.295,0.671,0.78
3,0.864,0.204,0.165,0.229,0.241,0.294,0.836,0.848,0.367,0.83
6,0.998,0.525,0.808,0.018,0.077,0.288,0.588,0.443,0.948,0.692
15,0.807,0.745,0.858,0.565,0.768,0.92,0.014,0.743,0.628,0.45
0,0.913,0.029,0.309,0.029,0.535,0.247,0.779,0.423,0.212,0.449
13,0.754,0.63,0.079,0.442,0.317,0.095,0.949,0.578,0.818,0.252
15,0.608,0.861,0.002,0.609,0.407,0.333,0.738,0.654,0.131,0.541
2,0.367,0.33,0.465,0.176,0.581,0.497,0.095,0.889,0.776,0.388
12,0.875,0.36,0.915,0.5,0.031,0.455,0.106,0.006,0.893,0.617
0,0.077,0.377,0.007,0.074,0.208,0.884,0.94,0.575,0.824,0.87
6,0.481,0.637,0.11,0.021,0.494,0.427,0.394,0.377,0.296,0.416
1,0.269,0.333,0.487,0.351,0.386,0.664,0.656,0.099,0.935,0.117
5,0.468,0.221,0.292,0.599,0.593,0.811,0.847,0.247,0.556,0.37
4,0.883,0.17,0.256,0.757,0.059,0.062,0.85,0.119,0.589,0.436
2,0.045,0.3,0.339,0.657,0.565,0.921,0.943,0.541,0.926,0.377
7,0.815,0.743,0.853,0.033,0.413,0.334,0.979,0.348,0.148,0.674
5,0.144,0.182,0.926,0.841,0.197,0.495,0.693,0.436,0.092,0.697
0,0.062,0.307,0.652,0.094,0.619,0.237,0.789,0.737,0.735,0.98
5,0.924,0.929,0.515,0.566,0.473,0.148,0.18,0.777,0.107,0.402
15,0.453,0.59,0.622,0.961,0.7,0.705,0.131,0.419,0.868,0.862
8,0.729,0.733,0.523,0.132,0.63,0.323,0.575,0.797,0.028,0.667
3,0.064,0.63,0.188,0.258,0.687,0.735,0.835,0.784,0.063,0.188
14,0.951,0.296,0.001,0.494,0.695,0.718,0.501,0.084,0.009,0.718
6,0.807,0.156,0.826,0.297,0.952,0.039,0.954,0.588,0.796,0.991
15,0.583,0.963,0.053,0.992,0.13,0.928,0.98,0.738,0.427,0.552
12,0.927,0.465,0.404,0.833,0.188,0.098,0.771,0.804,0.256,0.978
3,0.301,0.578,0.181,0.222,0.159,0.576,0.098,0.577,0.549,0.819
1,0.201,0.069,0.368,0.528,0.142,0.326,0.11,0.442,0.839,0.218
3,0.612,0.422,0.796,0.145,0.046,0.006,0.55,0.903,0.047,0.986
15,0.562,0.754,0.05,0.73,0.116,0.368,0.38,0.625,0.486,0.213
1,0.075,0.249,0.878,0.1,0.443,0.394,0.034,0.547,0.474,0.372
11,0.614,0.241,0.177,0.504,0.976,0.075,0.225,0.897,0.008,0.453
0,0.247,0.183,0.458,0.224,0.159,0.027,0.577,0.429,0.3,0.9
14,0.803,0.372,0.104,0.813,0.572,0.752,0.953,0.599,0.464,0.866
11,0.596,0.851,0.361,0.516,0.489,0.433,0.282,0.432,0.257,0.061
8,0.733,0.277,0.505,0.936,0.07,0.21,0.099,0.433,0.324,0.225
13,0.484,0.769,0.751,0.599,0.353,0.505,0.529,0.945,0.91,0.007
1,0.178,0.387,0.722,0.432,0.498,0.266,0.827,0.639,0.563,0.136
10,0.846,0.641,0.29,0.212,0.863,0.775,0.6,0.3,0.865,0.959
2,0.787,0.238,0.59,0.251,0.334,0.39,0.349,0.591,0.061,0.52
8,0.134,0.622,0.09,0.653,0.741,0.209,0.43,0.049,0.756,0.214
5,0.066,0.087,0.892,0.873,0.257,0.3,0.089,0.816,0.734,0.252
14,0.969,0.271,0.16,0.856,0.576,0.532,0.681,0.411,0.781,0.749
2,0.008,0.27,0.847,0.148,0.602,0.356,0.184,0.937,0.787,0.526
14,0.798,0.803,0.916,0.473,0.904,0.026,0.476,0.185,0.004,0.309
6,0.476,0.042,0.003,0.27,0.779,0.373,0.325,0.201,0.894,0.869
14,0.359,0.949,0.503,0.865,0.752,0.545,0.946,0.138,0.055,0.739
8,0.012,0.914,0.788,0.925,0.912,0.86,0.53,0.649,0.402,0.262
9,0.595,0.348,0.964,0.384,0.015,0.24,0.907,0.41,0.826,0.639
6,0.793,0.242,0.907,0.073,0.957,0.769,0.715,0.544,0.104,0.644
4,0.641,0.096,0.812,0.504,0.569,0.846,0.155,0.507,0.401,0.416
7,0.346,0.754,0.694,0.432,0.37,0.755,0.823,0.707,0.121,0.994
7,0.074,0.981,0.843,0.937,0.062,0.852,0.84,0.384,0.105,0.984
9,0.48,0.915,0.856,0.149,0.299,0.354,0.492,0.741,0.169,0.601
15,0.346,0.701,0.923,0.838,0.912,0.304,0.93,0.887,0.156,0.67
1,0.368,0.173,0.124,0.262,0.38,0.562,0.057,0.662,0.457,0.513
15,0.306,0.746,0.006,0.881,0.705,0.927,0.615,0.493,0.356,0.156
0,0.018,0.124,0.239,0.393,0.17,0.924,0.303,0.936,0.467,0.094
9,0.752,0.55,0.46,0.502,0.226,0.125,0.511,0.755,0.181,0.312
6,0.439,0.887,0.483,0.317,0.507,0.836,0.43,0.363,0.231,0.063
7,0.342,0.585,0.63,0.71,0.09,0.086,0.406,0.342,0.071,0.587
1,0.806,0.131,0.669,0.023,0.563,0.909,0.307,0.185,0.737,0.56
7,0.524,0.753,0.586,0.01,0.8,0.3,0.492,0.243,0.456,0.6
0,0.149,0.219,0.541,0.239,0.414,0.637,0.031,0.925,0.382,0.539
10,0.716,0.814,0.208,0.191,0.801,0.798,0.83,0.321,0.57,0.012
11,0.704,0.237,0.199,0.817,0.323,0.021,0.617,0.9,0.337,0.482
14,0.823,0.815,0.946,0.886,0.076,0.111,0.004,0.914,0.784,0.306
11,0.403,0.229,0.732,0.809,0.748,0.965,0.001,0.762,0.95,0.956
13,0.936,0.888,0.926,0.94,0.457,0.682,0.235,0.74,0.44,0.187
9,0.804,0.508,0.151,0.277,0.02,0.517,0.643,0.669,0.395,0.434
9,0.586,0.299,0.783,0.653,0.768,0.151,0.383,0.082,0.657,0.213
2,0.281,0.506,0.977,0.009,0.369,0.533,0.127,0.63,0.184,0.118
13,0.751,0.416,0.404,0.99,0.088,0.637,0.251,0.284,0.73,0.187
7,0.391,0.891,0.981,0.0,0.05,0.616,0.075,0.192,0.4,0.526
5,0.506,0.412,0.373,0.724,0.08,0.587,0.209,0.363,0.488,0.855
6,0.46,0.185,0.483,0.682,0.581,0.335,0.251,0.201,0.472,0.938
6,0.118,0.527,0.958,0.422,0.329,0.265,0.238,0.148,0.317,0.658
15,0.85,0.686,0.032,0.478,0.658,0.528,0.326,0.729,0.83,0.728
9,0.095,0.827,0.129,0.534,0.898,0.701,0.555,0.627,0.352,0.552
9,0.453,0.345,0.727,0.773,0.433,0.692,0.615,0.226,0.79,0.816
14,0.821,0.351,0.22,0.964,0.528,0.37,0.555,0.464,0.002,0.373
11,0.64,0.866,0.68,0.554,0.228,0.667,0.024,0.662,0.45,0.535
7,0.967,0.23,0.254,0.302,0.66,0.572,0.229,0.965,0.633,0.076
7,0.88,0.102,0.151,0.593,0.655,0.262,0.061,0.204,0.306,0.169
9,0.871,0.514,0.953,0.297,0.137,0.824,0.022,0.238,0.988,0.757
6,0.973,0.78,0.746,0.103,0.752,0.535,0.395,0.171,0.452,0.226
7,0.593,0.352,0.262,0.178,0.899,0.85,0.619,0.177,0.607,0.851
11,0.865,0.805,0.566,0.404,0.946,0.779,0.723,0.795,0.189,0.178
15,0.711,0.659,0.923,0.616,0.589,0.671,0.084,0.624,0.02,0.753
10,0.462,0.243,0.001,0.684,0.399,0.147,0.558,0.117,0.567,0.881
6,0.488,0.444,0.282,0.199,0.85,0.201,0.52,0.376,0.526,0.57
7,0.03,0.735,0.205,0.875,0.633,0.348,0.493,0.339,0.36,0.67
2,0.655,0.036,0.896,0.173,0.692,0.562,0.936,0.134,0.959,0.113
2,0.597,0.399,0.759,0.053,0.291,0.441,0.592,0.363,0.248,0.709
3,0.298,0.387,0.577,0.526,0.546,0.112,0.318,0.978,0.711,0.457
12,0.406,0.595,0.484,0.925,0.739,0.633,0.233,0.479,0.815,0.666
4,0.057,0.69,0.975,0.361,0.211,0.989,0.556,0.894,0.454,0.425
6,0.067,0.662,0.806,0.996,0.068,0.973,0.257,0.028,0.788,0.653
13,0.317,0.763,0.395,0.933,0.581,0.869,0.526,0.585,0.055,0.714
6,0.015,0.998,0.699,0.75,0.51,0.063,0.525,0.448,0.343,0.609
14,0.634,0.644,0.152,0.714,0.292,0.644,0.325,0.369,0.768,0.936
4,0.801,0.164,0.504,0.562,0.579,0.412,0.158,0.821,0.922,0.798
8,0.351,0.272,0.072,0.355,0.844,0.85,0.248,0.954,0.718,0.384
3,0.937,0.983,0.494,0.371,0.844,0.521,0.26,0.85,0.488,0.931
7,0.991,0.737,0.966,0.006,0.456,0.881,0.47,0.71,0.555,0.804
2,0.262,0.87,0.3,0.132,0.01,0.527,0.864,0.684,0.622,0.693
11,0.832,0.852,0.395,0.518,0.922,0.447,0.896,0.538,0.406,0.387
11,0.932,0.732,0.045,0.292,0.46,0.428,0.015,0.036,0.707,0.518
10,0.972,0.093,0.995,0.725,0.781,0.209,0.849,0.116,0.521,0.876
7,0.469,0.451,0.02,0.199,0.385,0.884,0.934,0.608,0.726,0.97
6,0.397,0.333,0.292,0.446,0.849,0.158,0.146,0.817,0.968,0.92
4,0.3,0.296,0.294,0.427,0.682,0.346,0.074,0.249,0.695,0.658
2,0.272,0.313,0.032,0.218,0.035,0.155,0.809,0.556,0.451,0.557
10,0.543,0.471,0.247,0.458,0.529,0.49,0.936,0.116,0.3,0.468
12,0.667,0.51,0.8,0.748,0.324,0.331,0.498,0.055,0.511,0.182
9,0.752,0.312,0.869,0.316,0.127,0.442,0.371,0.665,0.235,0.049
14,0.641,0.63,0.031,0.83,0.14,0.306,0.781,0.778,0.886,0.42
15,0.411,0.743,0.938,0.972,0.12,0.277,0.397,0.682,0.311,0.855
11,0.264,0.426,0.038,0.562,0.839,0.787,0.961,0.937,0.351,0.638
13,0.644,0.844,0.449,0.544,0.503,0.639,0.905,0.556,0.824,0.785
8,0.677,0.496,0.759,0.335,0.541,0.465,0.826,0.749,0.447,0.805
11,0.872,0.919,0.343,0.689,0.764,0.737,0.599,0.171,0.14,1.0
7,0.21,0.9,0.405,0.521,0.472,0.583,0.597,0.313,0.577,0.298
15,0.864,0.36,1.0,0.865,0.411,0.124,0.636,0.524,0.394,0.137
9,0.497,0.56,0.713,0.558,0.501,0.852,0.002,0.862,0.55,0.678
12,0.119,0.262,0.995,0.885,0.758,0.963,0.284,0.248,0.338,0.722
4,0.702,0.576,0.24,0.009,0.097,0.72,0.68,0.891,0.827,0.078
13,0.56,0.41,0.862,0.965,0.237,0.478,0.109,0.603,0.624,0.26
10,0.953,0.892,0.096,0.532,0.705,0.172,0.441,0.941,0.9,0.545
6,0.467,0.315,0.662,0.313,0.659,0.109,0.621,0.597,0.271,0.058
11,0.501,0.666,0.386,0.575,0.317,0.968,0.088,0.173,0.591,0.757
12,0.72,0.63,0.688,0.334,0.842,0.059,0.553,0.12,0.802,0.024
4,0.688,0.27,0.825,0.027,0.762,0.238,0.486,0.71,0.937,0.843
9,0.357,0.832,0.852,0.608,0.119,0.621,0.003,0.885,0.344,0.905
9,0.493,0.957,0.808,0.2,0.409,0.844,0.742,0.389,0.832,0.276
12,0.57,0.233,0.066,0.718,0.959,0.477,0.611,0.495,0.347,0.308
5,0.378,0.628,0.296,0.416,0.214,0.761,0.517,0.335,0.701,0.779
6,0.779,0.058,0.483,0.834,0.602,0.534,0.799,0.149,0.615,0.329
6,0.076,0.938,0.111,0.375,0.61,0.193,0.464,0.142,0.541,0.747
8,0.34,0.479,0.783,0.78,0.496,0.069,0.113,0.863,0.86,0.677
5,0.567,0.418,0.751,0.332,0.351,0.566,0.937,0.053,0.866,0.777
7,0.883,0.194,0.411,0.473,0.61,0.345,0.43,0.093,0.322,0.032
5,0.452,0.442,0.202,0.214,0.431,0.978,0.03,0.834,0.731,0.417
2,0.072,0.874,0.471,0.542,0.204,0.359,0.55,0.911,0.281,0.569
10,0.847,0.767,0.571,0.766,0.177,0.191,0.595,0.956,0.872,0.174
7,0.267,0.908,0.544,0.306,0.709,0.528,0.903,0.992,0.211,0.588
4,0.446,0.927,0.6,0.065,0.283,0.404,0.65,0.957,0.061,0.569
14,0.858,0.81,0.8,0.838,0.744,0.085,0.621,0.312,0.747,0.093
3,0.363,0.024,0.38,0.809,0.067,0.945,0.474,0.505,0.717,0.688
15,0.624,0.537,0.263,0.761,0.952,0.979,0.814,0.834,0.554,0.938
3,0.13,0.972,0.409,0.499,0.395,0.694,0.921,0.77,0.956,0.114
13,0.375,0.757,0.125,0.533,0.677,0.248,0.928,0.986,0.095,0.095
4,0.186,0.206,0.68,0.56,0.925,0.979,0.248,0.931,0.826,0.252
2,0.165,0.319,0.739,0.333,0.86,0.496,0.682,0.276,0.066,0.162
12,0.817,0.56,0.606,0.759,0.562,0.632,0.525,0.374,0.941,0.075
3,0.392,0.124,0.693,0.801,0.275,0.976,0.765,0.156,0.181,0.854
11,0.879,0.678,0.206,0.116,0.943,0.25,0.255,0.668,0.036,0.661
14,0.803,0.254,0.15,0.942,0.692,0.164,0.725,0.33,0.126,0.081
10,0.262,0.426,0.815,0.646,0.633,0.804,0.491,0.814,0.373,0.982
2,0.196,0.002,0.282,0.433,0.435,0.456,0.129,0.733,0.78,0.023
1,0.366,0.336,0.762,0.134,0.344,0.85,0.715,0.325,0.568,0.096
0,0.055,0.391,0.004,0.15,0.116,0.531,0.971,0.242,0.112,0.083
15,0.659,0.437,0.085,0.558,0.936,0.012,0.511,0.642,0.24,0.278
0,0.185,0.397,0.918,0.045,0.028,0.979,0.146,0.808,0.667,0.799
12,0.335,0.5,0.396,0.889,0.986,0.059,0.329,0.903,0.447,0.066
11,0.642,0.48,0.957,0.586,0.111,0.85,0.696,0.77,0.676,0.361
12,0.249,0.666,0.566,0.666,0.94,0.321,0.739,0.67,0.131,0.106
2,0.755,0.249,0.764,0.075,0.152,0.566,0.683,0.873,0.341,0.4
11,0.649,0.535,0.16,0.117,0.934,0.247,0.241,0.512,0.849,0.348
8,0.341,0.91,0.0,0.032,0.088,0.582,0.651,0.839,0.501,0.896
9,0.544,0.929,0.714,0.294,0.688,0.223,0.038,0.626,0.268,0.08
2,0.483,0.047,0.819,0.378,0.43,0.727,0.136,0.009,0.514,0.984
1,0.128,0.901,0.671,0.31,0.174,0.795,0.923,0.396,0.722,0.012
13,0.816,0.833,0.729,0.669,0.638,0.878,0.697,0.565,0.516,0.058
8,0.809,0.867,0.326,0.19,0.673,0.196,0.249,0.145,0.912,0.488
3,0.402,0.148,0.921,0.215,0.738,0.01,0.098,0.912,0.328,0.823
5,0.496,0.319,0.071,0.17,0.524,0.64,0.598,0.679,0.784,0.132
5,0.903,0.455,0.613,0.094,0.162,0.87,0.812,0.553,0.151,0.577
4,0.931,0.425,0.668,0.059,0.146,0.453,0.992,0.088,0.625,0.247
15,0.613,0.581,0.18,0.918,0.928,0.563,0.333,0.207,0.026,0.911
8,0.876,0.287,0.493,0.693,0.118,0.053,0.023,0.81,0.716,0.367
7,0.474,0.078,0.23,0.98,0.054,0.023,0.784,0.277,0.967,0.507
13,0.908,0.678,0.716,0.918,0.09,0.262,0.659,0.795,0.129,0.362
2,0.398,0.186,0.15,0.345,0.181,0.7,0.128,0.188,0.831,0.71
8,0.19,0.802,0.322,0.544,0.945,0.954,0.807,0.448,0.482,0.434
9,0.377,0.878,0.702,0.511,0.167,0.305,0.539,0.55,0.056,0.305
13,0.959,0.291,0.848,0.715,0.77,0.244,0.964,0.137,0.039,0.581
2,0.044,0.589,0.939,0.415,0.036,0.041,0.451,0.137,0.49,0.116
5,0.012,0.973,0.031,0.511,0.239,0.255,0.548,0.047,0.98,0.504
10,0.381,0.566,0.9,0.559,0.266,0.658,0.393,0.55,0.402,0.625
10,0.703,0.045,0.323,0.923,0.964,0.088,0.621,0.168,0.668,0.079
9,0.343,0.636,0.721,0.804,0.017,0.694,0.245,0.368,0.598,0.75
4,0.669,0.092,0.077,0.491,0.224,0.972,0.85,0.764,0.818,0.999
1,0.183,0.321,0.135,0.327,0.111,0.746,0.175,0.323,0.784,0.494
1,0.042,0.873,0.446,0.622,0.338,0.992,0.748,0.271,0.573,0.442
3,0.333,0.104,0.52,0.702,0.233,0.179,0.099,0.854,0.128,0.832
10,0.387,0.342,0.376,0.826,0.774,0.301,0.967,0.8,0.28,0.437
12,0.997,0.372,0.979,0.307,0.455,0.885,0.412,0.338,0.243,0.538
14,0.951,0.412,0.602,0.876,0.718,0.054,0.914,0.422,0.308,0.93
8,0.539,0.241,0.749,0.646,0.464,0.154,0.143,0.799,0.05,0.945
0,0.554,0.133,0.519,0.157,0.054,0.685,0.23,0.719,0.303,0.737
6,0.992,0.886,0.115,0.532,0.094,0.366,0.913,0.387,0.668,0.432
10,0.924,0.561,0.17,0.201,0.453,0.19,0.856,0.175,0.909,0.833
12,0.71,0.679,0.797,0.516,0.531,0.397,0.328,0.892,0.016,0.781
11,0.313,0.549,0.109,0.551,0.761,0.332,0.071,0.524,0.404,0.255
0,0.238,0.055,0.101,0.172,0.104,0.322,0.482,0.448,0.913,0.513
